EQPTNAME,KW,STATR_VOL,STATR_CUR,ROTOR_VOL,ROTOR_CUR,SPEED,MAKE,MNTNG,DE,NDE,FRAME,AREA,LOCATION,COUPLING,REMARKS
30/5T CRANE MAIN HOIST MOTOR KU,22,415,45,265,52.6,950,AEI,FOOT,NO DATA,NO DATA,KS225S,BF2,NO DATA,NO DATA,NO DATA
30/5T CRANE CT MOTOR (KU),3,415,6,111,17.4,940,AEI,FOOT,NO DATA,NO DATA,132M1,BF2,NO DATA,NO DATA,NO DATA
30/5T CRANE LT MOTOR (KU),15,415,30,230,41.3,960,AEI,FOOT,NO DATA,NO DATA,KS180L,BF2,NO DATA,NO DATA,NO DATA
30/5T CRANE AUX. HOIST MOTOR (KU),20,415,30,262,36.7,720,GEC,FOOT,NO DATA,NO DATA,KS200L,BF2,NO DATA,NO DATA,NO DATA
30/5T CRANE LT MOTOR (MUKUND),10.5,415,21.3,0,0,935,BIECO LAWRIE,FOOT,NO DATA,NO DATA,TS160L/B,BF2,NO DATA,NO DATA,NO DATA
30/5T CRANE LT MOTOR (MUKUND),10.5,415,21.3,0,0,935,BIECO LAWRIE,FOOT,NO DATA,NO DATA,TS160L/B,BF2,NO DATA,NO DATA,NO DATA
30/5T CRANE MAIN HOIST MOTOR,22,415,45,265,52.6,720,AEI,FOOT,NO DATA,NO DATA,KS225S,BF2,NO DATA,NO DATA,NO DATA
30/5T CRANE AUX. HOIST MOTOR,20,415,30,262,36.7,720,GEC,FOOT,NO DATA,NO DATA,KS200L,BF2,NO DATA,NO DATA,NO DATA
30/5T CRANE CT MOTOR,3,415,6,111,17.4,950,AEI,FOOT,NO DATA,NO DATA,132M1,BF2,NO DATA,NO DATA,NO DATA
0.5T TELPHER (MME) MAIN HOIST,1.1,415,2.8,0,0,920,NGEF,FLAN,NO DATA,NO DATA,AM90LB,BF2,NO DATA,NO DATA,NO DATA
0.5T TELPHER (MME) CT MOTOR,0.18,415,0.75,0,0,910,NGEF,FLAN,NO DATA,NO DATA,AM71K6,BF2,NO DATA,NO DATA,NO DATA
FAFFECO CRANE MAIN HOIST MOTOR,15,415,32,0,0,710,GEC,FOOT,NO DATA,NO DATA,180L,BF2,NO DATA,NO DATA,NO DATA
FAFFECO CRANE MAIN HOIST MOTOR,15,415,32,0,0,710,GEC,FOOT,NO DATA,NO DATA,180L,BF2,NO DATA,NO DATA,NO DATA
FAFFECO CRANE CT MOTOR,5.5,415,14.2,0,0,750,GEC,FOOT,NO DATA,NO DATA,160L,BF2,NO DATA,NO DATA,NO DATA
FAFFECO CRANE LT MOTOR,1.2,415,4,0,0,900,GEC,FOOT,NO DATA,NO DATA,100L,BF2,NO DATA,NO DATA,NO DATA
FAFFECO CRANE LT MOTOR,1.2,415,4,0,0,900,GEC,FOOT,NO DATA,NO DATA,100L,BF2,NO DATA,NO DATA,NO DATA
15T GARLICK CRANE CT MOTOR,4.5,415,16,110,26,930,KIRLOSKAR,FOOT,NO DATA,NO DATA,CDW132,BF2,NO DATA,NO DATA,NO DATA
15T GARLICK CRANE LT MOTOR,13,415,27.5,230,13.5,965,KIRLOSKAR,FOOT,NO DATA,NO DATA,CDW180LMK,BF2,NO DATA,NO DATA,NO DATA
15T GARLICK CRANE LT MOTOR,13,415,27.5,230,13.5,965,KIRLOSKAR,FOOT,NO DATA,NO DATA,CDW180LMK,BF2,NO DATA,NO DATA,NO DATA
15T GARLICK CRANE M.HOIST MOTOR,64,415,148,370,105,585,KIRLOSKAR,FOOT,NO DATA,NO DATA,CDW315MMK11D,BF2,NO DATA,NO DATA,NO DATA
5T ARMSEL TELPHER HOIST MOTOR,8,415,19,0,0,950,NGEF,FOOT,NO DATA,NO DATA,AM100L6,BF2,NO DATA,NO DATA,NO DATA
5T ARMSEL TELPHER LT MOTOR,1.1,415,2.8,0,0,925,NGEF,FLAN,NO DATA,NO DATA,AM90LZ8,BF2,NO DATA,NO DATA,NO DATA
5T ARMSEL TELPHER LT MOTOR,1.1,415,2.8,0,0,925,NGEF,FLAN,NO DATA,NO DATA,AM90LZ8,BF2,NO DATA,NO DATA,NO DATA
5T ARMSEL TELPHER CT MOTOR,0.55,415,1.6,0,0,920,NGEF,FLAN,NO DATA,NO DATA,AMW80N6,BF2,NO DATA,NO DATA,NO DATA
3.2T ARMSEL TELPHER HOIST MOTOR,5.5,415,12,0,0,955,NGEF,FOOT,NO DATA,NO DATA,AM132M16,BF2,NO DATA,NO DATA,NO DATA
3.2T ARMSEL TELPHER CT MOTOR,0.37,415,1.3,0,0,920,NGEF,FLAN,NO DATA,NO DATA,AM80L/KO,BF2,NO DATA,NO DATA,NO DATA
3.2T ARMSEL TELPHER LT MOTOR,1.1,415,2.8,0,0,925,NGEF,FLAN,NO DATA,NO DATA,AMK90L/6,BF2,NO DATA,NO DATA,NO DATA
3.2T ARMSEL TELPHER LT MOTOR,1.1,415,2.8,0,0,925,NGEF,FLAN,NO DATA,NO DATA,AMK90L/6,BF2,NO DATA,NO DATA,NO DATA
10T BOMBAY CRANE CT MOTOR,1.1,415,3.1,0,0,950,GEC,FLAN,NO DATA,NO DATA,100L,BF2,NO DATA,NO DATA,NO DATA
10T BOMBAY CRANE LT MOTOR,0.75,415,2,0,0,945,GEC,FLAN,NO DATA,NO DATA,AGKW90LZ6,BF2,NO DATA,NO DATA,NO DATA
10T BOMBAY CRANE LT MOTOR,0.75,415,2,0,0,945,GEC,FLAN,NO DATA,NO DATA,AGKW90LZ6,BF2,NO DATA,NO DATA,NO DATA
10T BOMBAY CRANE M.HOIST MOTOR,15,415,20.5,0,0,965,GEC,FOOT,NO DATA,NO DATA,180L,BF2,NO DATA,NO DATA,NO DATA
15T GARLICK CRANE CT MOTOR,4.5,415,16,0,0,930,KIRLOSKAR,FOOT,NO DATA,NO DATA,CDW132M,BF2,NO DATA,NO DATA,NO DATA
15T GARLICK CRANE HOIST MOTOR,64,415,148,370,105,585,KIRLOSKAR,FOOT,NO DATA,NO DATA,315MMK11D,BF2,NO DATA,NO DATA,NO DATA
15T GARLICK CRANE LT MOTOR,13,415,27.5,230,13.5,965,KIRLOSKAR,FOOT,NO DATA,NO DATA,CDW180LMK,BF2,NO DATA,NO DATA,NO DATA
15T GARLICK CRANE LT MOTOR,13,415,27.5,230,13.5,965,KIRLOSKAR,FOOT,NO DATA,NO DATA,CDW180LMK,BF2,NO DATA,NO DATA,NO DATA
5T ARMSEL TELPHER CT MOTOR,0.55,415,1.6,0,0,1400,NGEF,FLAN,NO DATA,NO DATA,AM80KL,BF2,NO DATA,NO DATA,NO DATA
5T ARMSEL TELPHER HOIST MOTOR,9.3,415,19.5,0,0,960,KIRLOSKAR,FLAN,NO DATA,NO DATA,KH160,BF2,NO DATA,NO DATA,NO DATA
12.5T MUKUND CRANE LT MOTOR,5.5,415,11,110,28.7,925,AEI,NO DATA,NO DATA,NO DATA,132M2,BF2,NO DATA,NO DATA,NO DATA
12.5T MUKUND CRANE CT MOTOR,3,415,6,111,17.4,940,AEI,NO DATA,NO DATA,NO DATA,132M,BF2,NO DATA,NO DATA,NO DATA
12.5T MUKUND CRANE MH MOTOR,28.5,415,49,250,73.5,715,AEI,NO DATA,NO DATA,NO DATA,KS225M,BF2,NO DATA,NO DATA,NO DATA
5T (MME) CT MOTOR,0.37,415,1.5,0,0,925,NGEF,FLAN,NO DATA,NO DATA,AM80126,BF2,NO DATA,NO DATA,NO DATA
5T (MME) LT MOTOR,2.2,415,4.3,0,0,925,NGEF,NO DATA,NO DATA,NO DATA,AM112M6,BF2,NO DATA,NO DATA,NO DATA
5T (MME) MAIN HOIST MOTOR,7.3,415,0,0,0,0,NGEF,FOOT,NO DATA,NO DATA,AM160M6,BF2,NO DATA,NO DATA,NO DATA
10T MUKUND CRANE LT MOTOR,5.1,415,11,110,28.5,925,AEI,FOOT,NO DATA,NO DATA,132M2,BF2,NO DATA,NO DATA,NO DATA
10T MUKUND CRANE LT MOTOR,5.1,415,11,110,28.5,925,AEI,FOOT,NO DATA,NO DATA,132M2,BF2,NO DATA,NO DATA,NO DATA
10T MUKUND CRANE CT MOTOR,3,415,6,111,17.4,0,AEI,FOOT,NO DATA,NO DATA,132M1,BF2,NO DATA,NO DATA,NO DATA
10T MUKUND CRANE AUX.HOIST MOTOR,3.7,415,11,0,0,725,AEI,FOOT,NO DATA,NO DATA,160M,BF2,NO DATA,NO DATA,NO DATA
10T MUKUND CRANE MAIN HOIST MOTOR,24.5,415,35,347,44.5,570,AEI,FOOT,NO DATA,NO DATA,KS250S,BF2,NO DATA,NO DATA,NO DATA
5T MOTOR SHED CRANE HOIST MOTOR,7.86,415,13.5,NO DATA,NO DATA,0,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,BF,NO DATA,NO DATA,NO DATA
5T MOTOR SHED CRANE CT MOTOR,0.589,415,0.9,NO DATA,NO DATA,0,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,BF,NO DATA,NO DATA,NO DATA
5T MOTOR SHED CRANE LT MOTOR,0.589,415,2.2,NO DATA,NO DATA,0,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,BF,NO DATA,NO DATA,2 MOTORS ARE THERE
